pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
268,Cascoon,Panekon,マユルド (Mayuld),3,Normal,Cocoon Pokémon,Bug,,0.7,11.5,Shed Skin,,,50,35,55,25,25,15,120.0,70.0,72.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,Pudox,ドクケイル (Dokucale),3,Normal,Poison Moth Pokémon,Bug,Poison,1.2,31.6,Shield Dust,,Compound Eyes,60,50,70,50,90,65,45.0,70.0,173.0,Medium Fast,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,Loturzel,ハスボー (Hassboh),3,Normal,Water Weed Pokémon,Water,Grass,0.5,2.6,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,255.0,70.0,44.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,Lombrero,ハスブレロ (Hasubrero),3,Normal,Jolly Pokémon,Water,Grass,1.2,32.5,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,120.0,70.0,119.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,Kappalores,ルンパッパ (Runpappa),3,Normal,Carefree Pokémon,Water,Grass,1.5,55.0,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,45.0,70.0,216.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,Samurzel,タネボー (Taneboh),3,Normal,Acorn Pokémon,Grass,,0.5,4.0,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,255.0,70.0,44.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,Blanas,コノハナ (Konohana),3,Normal,Wily Pokémon,Grass,Dark,1.0,28.0,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,120.0,70.0,119.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,Tengulist,ダーテング (Dirteng),3,Normal,Wicked Pokémon,Grass,Dark,1.3,59.6,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,45.0,70.0,216.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,Schwalbini,スバメ (Subame),3,Normal,TinySwallow Pokémon,Normal,Flying,0.3,2.3,Guts,,Scrappy,40,55,30,30,30,85,200.0,70.0,54.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,Schwalboss,オオスバメ (Ohsubame),3,Normal,Swallow Pokémon,Normal,Flying,0.7,19.8,Guts,,Scrappy,60,85,60,75,50,125,45.0,70.0,159.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,Wingull,キャモメ (Camome),3,Normal,Seagull Pokémon,Water,Flying,0.6,9.5,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,190.0,70.0,54.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,Pelipper,ペリッパー (Pelipper),3,Normal,Water Bird Pokémon,Water,Flying,1.2,28.0,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65,45.0,70.0,154.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,Trasla,ラルトス (Ralts),3,Normal,Feeling Pokémon,Psychic,Fairy,0.4,6.6,Synchronize,Trace,Telepathy,28,25,25,45,35,40,235.0,35.0,40.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,Kirlia,キルリア (Kirlia),3,Normal,Emotion Pokémon,Psychic,Fairy,0.8,20.2,Synchronize,Trace,Telepathy,38,35,35,65,55,50,120.0,35.0,97.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,Guardevoir,サーナイト (Sirnight),3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,Synchronize,Trace,Telepathy,68,65,65,125,115,80,45.0,35.0,233.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Mega Gardevoir,Guardevoir,サーナイト (Sirnight),3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,Pixilate,,,68,85,65,165,135,100,45.0,35.0,278.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,Gehweiher,アメタマ (Ametama),3,Normal,Pond Skater Pokémon,Bug,Water,0.5,1.7,Swift Swim,,Rain Dish,40,30,32,50,52,65,200.0,70.0,54.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,Maskeregen,アメモース (Amemoth),3,Normal,Eyeball Pokémon,Bug,Flying,0.8,3.6,Intimidate,,Unnerve,70,60,62,100,82,80,75.0,70.0,159.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,Knilz,キノココ (Kinococo),3,Normal,Mushroom Pokémon,Grass,,0.4,4.5,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35,255.0,70.0,59.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,Kapilz,キノガッサ (Kinogassa),3,Normal,Mushroom Pokémon,Grass,Fighting,1.2,39.2,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,90.0,70.0,161.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,Bummelz,ナマケロ (Namakero),3,Normal,Slacker Pokémon,Normal,,0.8,24.0,Truant,,,60,60,60,35,35,30,255.0,70.0,56.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,Muntier,ヤルキモノ (Yarukimono),3,Normal,Wild Monkey Pokémon,Normal,,1.4,46.5,Vital Spirit,,,80,80,80,55,55,90,120.0,70.0,154.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,Slaking,Letarking,ケッキング (Kekking),3,Normal,Lazy Pokémon,Normal,,2.0,130.5,Truant,,,150,160,100,95,65,100,45.0,70.0,252.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,Nincada,ツチニン (Tutinin),3,Normal,Trainee Pokémon,Bug,Ground,0.5,5.5,Compound Eyes,,Run Away,31,45,90,30,30,40,255.0,70.0,53.0,Erratic,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,Ninjask,テッカニン (Tekkanin),3,Normal,Ninja Pokémon,Bug,Flying,0.8,12.0,Speed Boost,,Infiltrator,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,Ninjatom,ヌケニン (Nukenin),3,Normal,Shed Pokémon,Bug,Ghost,0.8,1.2,Wonder Guard,,,1,90,45,30,30,40,45.0,70.0,83.0,Erratic,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
293,Whismur,Flurmel,ゴニョニョ (Gonyonyo),3,Normal,Whisper Pokémon,Normal,,0.6,16.3,Soundproof,,Rattled,64,51,23,51,23,28,190.0,70.0,48.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,Krakeelo,ドゴーム (Dogohmb),3,Normal,Big Voice Pokémon,Normal,,1.0,40.5,Soundproof,,Scrappy,84,71,43,71,43,48,120.0,70.0,126.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,Krawumms,バクオング (Bakuong),3,Normal,Loud Noise Pokémon,Normal,,1.5,84.0,Soundproof,,Scrappy,104,91,63,91,73,68,45.0,70.0,221.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,Makuhita,マクノシタ (Makunoshita),3,Normal,Guts Pokémon,Fighting,,1.0,86.4,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,180.0,70.0,47.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,Hariyama,ハリテヤマ (Hariteyama),3,Normal,Arm Thrust Pokémon,Fighting,,2.3,253.8,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,200.0,70.0,166.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,Azurill,ルリリ (Ruriri),3,Normal,Polka Dot Pokémon,Normal,Fairy,0.2,2.0,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,150.0,70.0,38.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,Nasgnet,ノズパス (Nosepass),3,Normal,Compass Pokémon,Rock,,1.0,97.0,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,255.0,70.0,75.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,Eneco,エネコ (Eneco),3,Normal,Kitten Pokémon,Normal,,0.6,11.0,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,255.0,70.0,52.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,Enekoro,エネコロロ (Enekororo),3,Normal,Prim Pokémon,Normal,,1.1,32.6,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,60.0,70.0,140.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
302,Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,Dark,Ghost,0.5,11.0,Keen Eye,Stall,Prankster,50,75,75,65,65,50,45.0,35.0,133.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
302,Mega Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,Dark,Ghost,0.5,161.0,Magic Bounce,,,50,85,125,85,115,20,45.0,35.0,168.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,Steel,Fairy,0.6,11.5,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,45.0,70.0,133.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
303,Mega Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,Steel,Fairy,1.0,23.5,Huge Power,,,50,105,125,55,95,50,45.0,70.0,168.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Iron Armor Pokémon,Steel,Rock,0.4,60.0,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,180.0,35.0,66.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Iron Armor Pokémon,Steel,Rock,0.9,120.0,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,90.0,35.0,151.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,Steel,Rock,2.1,360.0,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,45.0,35.0,239.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Mega Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,Steel,,2.2,395.0,Filter,,,70,140,230,60,80,50,45.0,35.0,284.0,Slow,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
307,Meditite,Meditie,アサナン (Asanan),3,Normal,Meditate Pokémon,Fighting,Psychic,0.6,11.2,Pure Power,,Telepathy,30,40,55,40,55,60,180.0,70.0,56.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,Pure Power,,Telepathy,60,60,75,60,75,80,90.0,70.0,144.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Mega Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,Pure Power,,,60,100,85,80,85,100,90.0,70.0,179.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,Frizelbliz,ラクライ (Rakurai),3,Normal,Lightning Pokémon,Electric,,0.6,15.2,Static,Lightning Rod,Minus,40,45,40,65,40,65,120.0,70.0,59.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,Electric,,1.5,40.2,Static,Lightning Rod,Minus,70,75,60,105,60,105,45.0,70.0,166.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Mega Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,Electric,,1.8,44.0,Intimidate,,,70,75,80,135,80,135,45.0,70.0,201.0,Slow,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,Plusle,プラスル (Prasle),3,Normal,Cheering Pokémon,Electric,,0.4,4.2,Plus,,Lightning Rod,60,50,40,85,75,95,200.0,70.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,Minun,マイナン (Minun),3,Normal,Cheering Pokémon,Electric,,0.4,4.2,Minus,,Volt Absorb,60,40,50,75,85,95,200.0,70.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,Volbeat,バルビート (Barubeat),3,Normal,Firefly Pokémon,Bug,,0.7,17.7,Illuminate,Swarm,Prankster,65,73,75,47,85,85,150.0,70.0,151.0,Erratic,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,Illumise,イルミーゼ (Illumise),3,Normal,Firefly Pokémon,Bug,,0.6,17.7,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,150.0,70.0,151.0,Fluctuating,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,Roselia,ロゼリア (Roselia),3,Normal,Thorn Pokémon,Grass,Poison,0.3,2.0,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,150.0,70.0,140.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,Schluppuck,ゴクリン (Gokulin),3,Normal,Stomach Pokémon,Poison,,0.4,10.3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,225.0,70.0,60.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,Schlukwech,マルノーム (Marunoom),3,Normal,Poison Bag Pokémon,Poison,,1.7,80.0,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,75.0,70.0,163.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,Kanivanha,キバニア (Kibanha),3,Normal,Savage Pokémon,Water,Dark,0.8,20.8,Rough Skin,,Speed Boost,45,90,20,65,20,65,225.0,35.0,61.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,Water,Dark,1.8,88.8,Rough Skin,,Speed Boost,70,120,40,95,40,95,60.0,35.0,161.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Mega Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,Water,Dark,2.5,130.3,Strong Jaw,,,70,140,70,110,65,105,60.0,35.0,196.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,Wailmer,ホエルコ (Hoeruko),3,Normal,Ball Whale Pokémon,Water,,2.0,130.0,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,125.0,70.0,80.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,Wailord,ホエルオー (Whaloh),3,Normal,Float Whale Pokémon,Water,,14.5,398.0,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,60.0,70.0,175.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,Camaub,ドンメル (Donmel),3,Normal,Numb Pokémon,Fire,Ground,0.7,24.0,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,255.0,70.0,61.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,Fire,Ground,1.9,220.0,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,150.0,70.0,161.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Mega Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,Fire,Ground,2.5,320.5,Sheer Force,,,70,120,100,145,105,20,150.0,70.0,196.0,Medium Fast,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,Qurtel,コータス (Cotoise),3,Normal,Coal Pokémon,Fire,,0.5,80.4,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,90.0,70.0,165.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,Spoink,バネブー (Baneboo),3,Normal,Bounce Pokémon,Psychic,,0.7,30.6,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,255.0,70.0,66.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,Groink,ブーピッグ (Boopig),3,Normal,Manipulate Pokémon,Psychic,,0.9,71.5,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,60.0,70.0,165.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
327,Spinda,Pandir,パッチール (Patcheel),3,Normal,Spot Panda Pokémon,Normal,,1.1,5.0,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,255.0,70.0,126.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
328,Trapinch,Knacklion,ナックラー (Nuckrar),3,Normal,Ant Pit Pokémon,Ground,,0.7,15.0,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,255.0,70.0,58.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,Vibrava,ビブラーバ (Vibrava),3,Normal,Vibration Pokémon,Ground,Dragon,1.1,15.3,Levitate,,,50,70,50,50,50,70,120.0,70.0,119.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
330,Flygon,Libelldra,フライゴン (Flygon),3,Normal,Mystic Pokémon,Ground,Dragon,2.0,82.0,Levitate,,,80,100,80,80,80,100,45.0,70.0,234.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
331,Cacnea,Tuska,サボネア (Sabonea),3,Normal,Cactus Pokémon,Grass,,0.4,51.3,Sand Veil,,Water Absorb,50,85,40,85,40,35,190.0,35.0,67.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,Noktuska,ノクタス (Noctus),3,Normal,Scarecrow Pokémon,Grass,Dark,1.3,77.4,Sand Veil,,Water Absorb,70,115,60,115,60,55,60.0,35.0,166.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,Swablu,Wablu,チルット (Tyltto),3,Normal,Cotton Bird Pokémon,Normal,Flying,0.4,1.2,Natural Cure,,Cloud Nine,45,40,60,40,75,50,255.0,70.0,62.0,Erratic,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
334,Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,Dragon,Flying,1.1,20.6,Natural Cure,,Cloud Nine,75,70,90,70,105,80,45.0,70.0,172.0,Erratic,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
334,Mega Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,Dragon,Fairy,1.5,20.6,Pixilate,,,75,110,110,110,105,80,45.0,70.0,207.0,Erratic,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
335,Zangoose,Sengo,ザングース (Zangoose),3,Normal,Cat Ferret Pokémon,Normal,,1.3,40.3,Immunity,,Toxic Boost,73,115,60,60,60,90,90.0,70.0,160.0,Erratic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
336,Seviper,Vipitis,ハブネーク (Habunake),3,Normal,Fang Snake Pokémon,Poison,,2.7,52.5,Shed Skin,,Infiltrator,73,100,60,100,60,65,90.0,70.0,160.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
337,Lunatone,Lunastein,ルナトーン (Lunatone),3,Normal,Meteorite Pokémon,Rock,Psychic,1.0,168.0,Levitate,,,90,55,65,95,85,70,45.0,70.0,161.0,Fast,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
